0.wav| əŋəs̪, məəd̪ʰən̪s̪, kəs̪ɪs̪, koːs̪ələn̪s̪, ʋəd̪ʒd̪ʒɪən̪s̪, məllən̪s̪, t̪ʃeːt̪ɪs̪, ʋəŋs̪ɑːs̪,
494.wav| ðˈɛn ˈeɪ sˈɜːtən d̪eːʋət̪ɑː, ˈɪn ðˈə fˈɑː ɛkstɹˈiːm ˈɒv ðˈə nˈaɪt, hˈɜː ɛkstɹˈiːm ɹˈeɪdiəns lˈaɪtɪŋ ˈʌp ðˈə ɛntˈaɪɹɪti ˈɒv d̪ʒeːt̪ə's̪ ɡɹˈəʊv, wˈɛnt tˈuː ðˈə blˈɛsɛd wˈɒn.
495.wav| ˈɪn ðˈə sˈeɪm wˈeɪ, ˈeɪ mˈʌŋk—kwˈaɪt sɪklˈuːdɪd fɹˈɒm sˌɛnsjuːˈalɪti, sɪklˈuːdɪd fɹˈɒm ʌnskˈɪlfəl kwˈɒlɪtiz—ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə fˈɜːst d̪ʒʰɑːn̪ə:
496.wav| tˈuː bɾəɦmɑːju (ɛksˈɜːpt). bɾəɦmɑːju s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. nˈaɪnti wˈɒn
497.wav| ˈaɪ hˈav hˈɜːd ðˈat ˈɒn wˈɒn əkˈeɪʒən ðˈə blˈɛsɛd wˈɒn wˈɒz stˈeɪɪŋ nˈiə s̪ɑːʋət̪t̪ʰiː ˈɪn d̪ʒeːt̪ə's̪ ɡɹˈəʊv, ən̪ɑːt̪ʰəpɪɳɖəkə's̪ mˈɒnastəɹi.
498.wav| ðˈə ɡɹˈeɪt mˈas ˈɒv stɹˈɛs. məɦɑː d̪ukkʰəkkʰən̪d̪ʰə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. θˈɜːtiːn
499.wav| ðˈɛn, ˈɜːlɪ ˈɪn ðˈə mˈɔːnɪŋ, ʋəd̪ʒɪɾɑː ðˈə nˈʌn ɐdʒˈʌstɪd hˈɜː ɹˈəʊbz ˈand, tˈeɪkɪŋ hˈɜː bˈəʊl ˈand ˈaʊtə ɹˈəʊb, wˈɛnt ˈɪntʊ s̪ɑːʋət̪t̪ʰiː fˈɔː ˈɑːmz.
500.wav| kʰəɾə ðˈə jəkkʰə sˈɛd tˈuː s̪ut̪ʃɪloːmə ðˈə jəkkʰə, 'ðˈats ˈeɪ kəntˈəmplətˌɪv.'
501.wav| ˈaɪ wˈɪl dɪstɹˈɔɪ ðˈiːz ʋəd̪ʒd̪ʒɪən̪s̪!
502.wav| lˈaɪk-mˈaɪndɪd. s̪əmət̪ʃɪt̪t̪ə s̪ut̪t̪ə. əŋut̪t̪əɾə n̪ɪkɑːjə. tˈuː: θˈɜːti fˈaɪv
503.wav| ðˈɪs, d̪ɑːməlɪ, ˈɪz ˈeɪ sˈɪmɪlˌɪ fˈɔː ðˈə bɹˈɑːmən—ˈɛfluːənts ˈɛndɪd, mˈastəfəl, dˈuːɪŋ d̪ʒʰɑːn̪ə:
504.wav| ðˈə fˈɔː d̪ʒʰɑːn̪əs̪
505.wav| ðˈɛn ðˈə θˈɔːt əkˈɜːd tˈuː mˈiː, 'ðˈeə ˈɪz ðˈə kˈeɪs wˈeə ˈeɪ mˈʌŋk, wˈɪð ðˈə stˈɪlɪŋ ˈɒv daɪɹˈɛktɪd θˈɔːts ˈand ɪvˌaljuːˈeɪʃənz, ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə sˈɛkənd d̪ʒʰɑːn̪ə:
506.wav| ˈɒn wˈɒn əkˈeɪʒən ðˈə blˈɛsɛd wˈɒn wˈɒz stˈeɪɪŋ nˈiə ɾɑːd̪ʒəəɦə ˈɒn vˈʌltʃə pˈiːk mˈaʊntɪn, nˈɒt lˈɒŋ ˈaftə d̪eːʋəd̪ət̪t̪ə's̪ dɪpˈɑːtʃə.
507.wav| ˈaɪ hˈav hˈɜːd ðˈat ˈɒn wˈɒn əkˈeɪʒən vˈɛnəɹəbəl ɑːn̪ən̪d̪ə wˈɒz stˈeɪɪŋ nˈiə ɾɑːd̪ʒəəɦə ˈɪn ðˈə bambˈuː fˈɒɹɪst, ðˈə skwˈɪɹəlz' sˈaŋktjuːəɹi, nˈɒt lˈɒŋ ˈaftə ðˈə blˈɛsɛd wˈɒnz tˈəʊtəl ʌnbˈaɪndɪŋ.
508.wav| bˈʌt wˈɛn ðˈɪs sˈɛlf—kwˈaɪt sɪklˈuːdɪd fɹˈɒm sˌɛnsjuːˈalɪti, sɪklˈuːdɪd fɹˈɒm ʌnskˈɪlfəl kwˈɒlɪtiz—ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə fˈɜːst d̪ʒʰɑːn̪ə:
509.wav| ðˈɛn ðˈə θˈɔːt əkˈɜːd tˈuː ðˈɛm, 'vˈɛnəɹəbəl məɦɑː kət̪ʃt̪ʃɑːn̪ə ˈɪz pɹˈeɪzd bˈaɪ ðˈə tˈiːtʃə ˈand ɛstˈiːmd bˈaɪ hˈɪz ɒbzˈɜːvənt kəmpˈaniənz ˈɪn ðˈə hˈəʊli lˈaɪf.
510.wav| ˈɒn wˈɒn əkˈeɪʒən ðˈə blˈɛsɛd wˈɒn wˈɒz stˈeɪɪŋ nˈiə s̪ɑːʋət̪t̪ʰiː ˈɪn d̪ʒeːt̪ə's̪ ɡɹˈəʊv, ən̪ɑːt̪ʰəpɪɳɖɪkə's̪ mˈɒnastəɹi.
511.wav| ˈɒn wˈɒn əkˈeɪʒən ðˈə blˈɛsɛd wˈɒn wˈɒz stˈeɪɪŋ nˈiə s̪ɑːʋət̪t̪ʰiː ˈat d̪ʒeːt̪ə's̪ ɡɹˈəʊv, ən̪ɑːt̪ʰəpɪɳɖɪkə's̪ mˈɒnastəɹi.
512.wav| ˈaɪ hˈav hˈɜːd ðˈat ˈɒn wˈɒn əkˈeɪʒən ðˈə blˈɛsɛd wˈɒn wˈɒz stˈeɪɪŋ nˈiə ɾɑːd̪ʒəəɦə ˈɒn vˈʌltʃə pˈiːk mˈaʊntɪn, nˈɒt lˈɒŋ ˈaftə d̪eːʋəd̪ət̪t̪ə hˈad lˈɛft.
513.wav| ðˈɛn mɑːɾə ðˈə ˈiːvəl wˈɒn—sˈad ˈand dɪdʒˈɛktɪd ˈat ɹˈiəlˌaɪzɪŋ, 'ʋəd̪ʒɪɾɑː ðˈə nˈʌn nˈəʊz mˈiː'—vˈanɪʃt ɹˈaɪt ðˈeə.
514.wav| kˈʌm ˈɒn ˈaʊt, ɡˈʊd lɪt̪ʃt̪ʃʰəʋɪs̪!
515.wav| ðˈeə ˈɪz ðˈə kˈeɪs wˈeə, wɛnˈɛvə wˈiː wˈɒnt, kwˈaɪt sɪklˈuːdɪd fɹˈɒm sˌɛnsjuːˈalɪti, sɪklˈuːdɪd fɹˈɒm ʌnskˈɪlfəl kwˈɒlɪtiz, wˈiː ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə fˈɜːst d̪ʒʰɑːn̪ə:
516.wav| ðˈə sˈɪmɪlˌɪ ˈɒv ðˈə sˈɔː. kəkət̪ʃuːpəmə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. twˈɛnti wˈɒn
517.wav| ðˈə ʋəd̪ʒd̪ʒɪən̪ pɹˈɪnsəlɪŋ. ʋəd̪ʒd̪ʒiːput̪t̪ə s̪ut̪t̪ə. s̪əŋjut̪t̪ə n̪ɪkɑːjə. nˈaɪn: nˈaɪn
518.wav| ðˈeə ˈɪz ðˈə kˈeɪs, fɹˈɛndz, wˈeə ˈeɪ mˈʌŋk, kwˈaɪt sɪklˈuːdɪd fɹˈɒm sˌɛnsjuːˈalɪti, sɪklˈuːdɪd fɹˈɒm ʌnskˈɪlfəl kwˈɒlɪtiz, ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə fˈɜːst d̪ʒʰɑːn̪ə:
519.wav| tˈuː poːt̪əlɪjə (ɛksˈɜːpt). poːt̪əlɪjə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. fˈɪfti fˈɔː
520.wav| kˈʌm ˈaʊt, ɡˈʊd lɪt̪ʃt̪ʃʰəʋɪs̪!
521.wav| tˈuː bʰəd̪d̪əd̪ʒɪ. bʰəd̪d̪əd̪ʒɪ s̪ut̪t̪ə. əŋut̪t̪əɾə n̪ɪkɑːjə. fˈaɪv: wˈɒn hˈʌndɹɪd sˈɛvənti
522.wav| mˈiːnwaɪl, ɾoːs̪ɪkə ðˈə bˈɑːbə wˈɒz fˈɒləʊɪŋ ɹˈaɪt bɪhˈaɪnd ðˈə blˈɛsɛd wˈɒn ˈand sˈɛd tˈuː hˈɪm, 'lˈɔːd, ˈan ˈiːvəl vjˈuːpɔɪnt tˈuː ðˈɪs ɪfˈɛkt hˈaz əɹˈɪzən tˈuː ðˈə bɹˈɑːmən loːɦɪt̪ʃt̪ʃə:
523.wav| ðˈə ɡɹˈeɪtə ɛɡzɔːtˈeɪʃən tˈuː ɾɑːɦulə. məɦɑː ɾɑːɦuloːʋɑːd̪ə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. sˈɪksti tˈuː
524.wav| t̪ʰeːɾiːɑːt̪ʰɑː. fˈaɪv: ɪlˈɛvən. pəʈɑːt̪ʃɑːɾɑː's̪ θˈɜːti stjˈuːdənts
525.wav| tədˈeɪ, ˈɪn ðˈə lˈast wˈɒtʃ ˈɒv ðˈə nˈaɪt, bɪtwˈiːn ðˈə twˈɪn s̪əl tɹˈiːz ˈɪn upəʋət̪t̪ən̪ə, ðˈə məllən̪s̪' s̪əl fˈɒɹɪst nˈiə kus̪ɪn̪ɑːɾɑː, ðˈə t̪ət̪ʰɑːət̪ə's̪ tˈəʊtəl ʌnbˈaɪndɪŋ wˈɪl əkˈɜː.
526.wav| (bɹˈɑːmənz) ˈɒv s̪ɑːlə. s̪ɑːleːjjəkə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. fˈɔːti wˈɒn
527.wav| wˈɛn ðˈɪs wˈɒz sˈɛd, d̪ʒɑːɳus̪s̪oːɳɪn̪ ðˈə bɹˈɑːmən sˈɛd tˈuː ðˈə blˈɛsɛd wˈɒn, 'maɡnˈɪfɪsənt, mˈastə oːt̪əmə!
528.wav| tˈuː ʋət̪ʃt̪ʃʰə (ˈɒn ɡˈɪvɪŋ). ʋət̪ʃt̪ʃʰə s̪ut̪t̪ə. əŋut̪t̪əɾə n̪ɪkɑːjə. θɹˈiː: fˈɪfti ˈeɪt
529.wav| ðˈə bɾəɦmɑː ɪnvɪtˈeɪʃən. bɾəɦmə-n̪ɪmən̪t̪ən̪ɪkə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. fˈɔːti nˈaɪn
530.wav| ðˈə lˈɒŋɡə ɛɡzɔːtˈeɪʃən tˈuː mɑːluŋkjə. məɦɑː mɑːluŋkjoːʋɑːd̪ə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. sˈɪksti fˈɔː
531.wav| ˈan ɐnˈaləsˌɪs ˈɒv ðˈə sˈɪks sˈɛns-mˈiːdiːə. s̪əɭɑːjət̪ən̪ə-ʋɪbʰəŋə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. wˈɒn hˈʌndɹɪd θˈɜːti sˈɛvən
532.wav| dˈiːp, ʋət̪ʃt̪ʃʰə, ˈɪz ðˈɪs fɪnˈɒmɪnən, hˈɑːd tˈuː sˈiː, hˈɑːd tˈuː ɹˈiəlaɪz, tɹˈaŋkwɪl, ɹɪfˈaɪnd, bɪjˈɒnd ðˈə skˈəʊp ˈɒv kəndʒˈɛktʃə, sˈʌtəl, tˈuː-bˈiː-ɛkspˈiəɹɪənst bˈaɪ ðˈə wˈaɪz.
533.wav| t̪ʰeːɾiːɑːt̪ʰɑː. sˈɪks: wˈɒn. pəʈɑːt̪ʃɑːɾɑː's̪ fˈaɪv hˈʌndɹɪd stjˈuːdənts
534.wav| ɐbˈaʊt əŋulɪmɑːlə. əŋulɪmɑːlə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. ˈeɪti sˈɪks
535.wav| ðˈə ɡɹˈeɪt sˈɪks sˈɛns-mˈiːdiːə dˈɪskɔːs. məɦɑː s̪əɭɑːjət̪ən̪ɪkə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. wˈɒn hˈʌndɹɪd fˈɔːti nˈaɪn
536.wav| ðˈə bɹˈɑːmən loːɦɪt̪ʃt̪ʃə, wˈɪð hˈɪz ˈəʊn hˈand, sˈɜːvd ˈand sˈatɪsfˌaɪd ðˈə blˈɛsɛd wˈɒn ˈand ðˈə s̪əŋʰə ˈɒv mˈʌŋks wˈɪð tʃˈɔɪs stˈeɪpəl ˈand nˈɒn-stˈeɪpəl fˈuːdz.
537.wav| hˈiː nˈəʊtɪsɪz, 'ˈaɪ hˈav ɡˈeɪnd ðˈə ɐtˈeɪnmənt ˈɒv ðˈə fˈɜːst d̪ʒʰɑːn̪ə, bˈʌt ðˈiːz ˈʌðə mˈʌŋks hˈav nˈɒt ɡˈeɪnd ðˈə ɐtˈeɪnmənt ˈɒv ðˈə fˈɜːst d̪ʒʰɑːn̪ə.'
538.wav| ud̪ɑːn̪ə. wˈɒn: ˈeɪt. s̪əŋɑːməd̪ʒɪ (s̪əŋɑːməd̪ʒɪ s̪ut̪t̪ə)
539.wav| ˈan ɐnˈaləsˌɪs ˈɒv ðˈə pɹˈɒpətiz. d̪ʰɑːt̪u-ʋɪbʰəŋə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. wˈɒn hˈʌndɹɪd fˈɔːti
540.wav| ðˈə tˈiːtʃɪŋ tˈuː upɑːlɪ. upɑːlɪʋɑːd̪ə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. fˈɪfti sˈɪks
541.wav| ɹɪspˈɒndɪŋ, 'ˈaz jˈuː sˈeɪ, sˈɜː,' tˈuː pɹˈɪns boːd̪ʰɪ, ðˈə jˈʌŋ bɹˈɑːmən s̪əɲd̪ʒɪkɑːput̪t̪ə wˈɛnt tˈuː ðˈə blˈɛsɛd wˈɒn ˈand, ˈɒn ɐɹˈaɪvəl, ɛkstʃˈeɪndʒd kˈɜːtiəs ɡɹˈiːtɪŋz wˈɪð ðˈə blˈɛsɛd wˈɒn.
542.wav| wˈʌns ðˈə blˈɛsɛd wˈɒn wˈɒz stˈeɪɪŋ nˈiə s̪ɑːʋət̪t̪ʰiː ˈɪn d̪ʒeːt̪ə's̪ ɡɹˈəʊv, ən̪ɑːt̪ʰəpɪɳɖɪkə's̪ mˈɒnastəɹi.
543.wav| tˈuː pˈiːpəl (wˈɒn). d̪ʋeːd̪ʒən̪ə s̪ut̪t̪ə. əŋut̪t̪əɾə n̪ɪkɑːjə. θɹˈiː: fˈɪfti tˈuː
544.wav| tˈuː pˈiːpəl (tˈuː). d̪ʋeːd̪ʒən̪ə s̪ut̪t̪ə. əŋut̪t̪əɾə n̪ɪkɑːjə. θɹˈiː: fˈɪfti θɹˈiː
545.wav| hˈiː mˈeɪks nˈəʊn—hˈavɪŋ ɹˈiəlaɪzd ˈɪt θɹˈuː daɪɹˈɛkt nˈɒlɪdʒ—ðˈɪs wˈɜːld wˈɪð ˈɪts d̪eːʋəs̪, mɑːɾəs̪, ˈand bɾəɦmɑːs̪, ðˈɪs dʒˌɛnəɹˈeɪʃən wˈɪð ˈɪts kəntˈəmplətˌɪvz ˈand bɹˈɑːmənz, ˈɪts ɹˈuːləz ˈand kˈɒmənfˌəʊk;
546.wav| tˈuː wɒtˈɛvə ɛkstˈɛnt ˈaɪ wˈɒnt, kwˈaɪt sɪklˈuːdɪd fɹˈɒm sˌɛnsjuːˈalɪti, sɪklˈuːdɪd fɹˈɒm ʌnskˈɪlfəl kwˈɒlɪtiz, ˈaɪ ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə fˈɜːst d̪ʒʰɑːn̪ə:
547.wav| ðˈeə ˈɪz ðˈə kˈeɪs wˈeə ˈeɪ mˈʌŋk, kwˈaɪt sɪklˈuːdɪd fɹˈɒm sˌɛnsjuːˈalɪti, sɪklˈuːdɪd fɹˈɒm ʌnskˈɪlfəl kwˈɒlɪtiz, ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə fˈɜːst d̪ʒʰɑːn̪ə:
548.wav| ðˈɛn d̪ʒiːʋəkə koːmɑːɾəbʰət̪ʃt̪ʃə wˈɛnt tˈuː ðˈə blˈɛsɛd wˈɒn ˈand, ˈɒn ɐɹˈaɪvəl, hˈavɪŋ bˈaʊd dˈaʊn tˈuː ðˈə blˈɛsɛd wˈɒn, sˈat tˈuː wˈɒn sˈaɪd.
549.wav| ðˈə ɡɹˈeɪtə sˈɛt ˈɒv kwˈɛstʃənz ˈand ˈansəz. məɦɑː ʋeːd̪əllə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. fˈɔːti θɹˈiː
550.wav| ðˈə θˈɔːt əkˈɜːz tˈuː hˈɪm, 'wˈɒt ˈɪf ˈaɪ, wˈɪð ðˈə stˈɪlɪŋ ˈɒv daɪɹˈɛktɪd θˈɔːts ˈand ɪvˌaljuːˈeɪʃənz, wˈɜː tˈuː ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə sˈɛkənd d̪ʒʰɑːn̪ə:
551.wav| kwˈaɪt sɪklˈuːdɪd fɹˈɒm sˌɛnsjuːˈalɪti, sɪklˈuːdɪd fɹˈɒm ʌnskˈɪlfəl kwˈɒlɪtiz—hˈiː ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə fˈɜːst d̪ʒʰɑːn̪ə:
552.wav| t̪ʰeːɾəɑːt̪ʰɑː. θɹˈiː: ˈeɪt. jəs̪oːd̪ʒə
553.wav| sˈɪstə ʋɪd̪ʒəjɑː. ʋɪd̪ʒəjɑː s̪ut̪t̪ə. s̪əŋjut̪t̪ə n̪ɪkɑːjə. fˈaɪv: fˈɔː
554.wav| ðˈɛn vˈɛnəɹəbəl bʰəd̪d̪əd̪ʒɪ wˈɛnt tˈuː vˈɛnəɹəbəl ɑːn̪ən̪d̪ə ˈand ɛkstʃˈeɪndʒd kˈɜːtiəs ɡɹˈiːtɪŋz wˈɪð hˈɪm.
555.wav| hˈiː sˈɔː pɪloːt̪ɪkə ðˈə wˈɒndəɹə kˈʌmɪŋ fɹˈɒm ɐfˈɑː ˈand, ˈɒn sˈiːɪŋ hˈɪm, sˈɛd tˈuː hˈɪm, 'nˈaʊ wˈeə ˈɪz mˈastə ʋət̪ʃt̪ʃʰɑːjən̪ə kˈʌmɪŋ fɹˈɒm ˈɪn ðˈə mˈɪdəl ˈɒv ðˈə dˈeɪ?'
556.wav| ðˈɛn ðˈə lɪt̪ʃt̪ʃʰəʋɪs̪ snˈapt ðˈeə fˈɪŋɡəz:
557.wav| ðˈeə ˈɪz ðˈə kˈeɪs wˈeə, wɛnˈɛvə wˈiː wˈɒnt, wˈɪð ðˈə stˈɪlɪŋ ˈɒv daɪɹˈɛktɪd θˈɔːts ˈand ɪvˌaljuːˈeɪʃənz, wˈiː ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə sˈɛkənd d̪ʒʰɑːn̪ə:
558.wav| wˈɪð əs̪s̪əlɑːjən̪ə. əs̪s̪əlɑːjən̪ə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. nˈaɪnti θɹˈiː
559.wav| muɳɖɪkə ðˈə kəntˈəmplətˌɪv. s̪əməɳə-muɳɖɪkə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. sˈɛvənti ˈeɪt
560.wav| hˈiː ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈand ˈɒv hˈɪm ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, hˈiː hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ.'
561.wav| wˈɒndəɹɪŋ bˈaɪ stˈeɪdʒɪz, hˈiː wˈɛnt tˈuː wˈeə ðˈə blˈɛsɛd wˈɒn wˈɒz stˈeɪɪŋ ˈɪn d̪ʒeːt̪ə's̪ ɡɹˈəʊv, ən̪ɑːt̪ʰəpɪɳɖɪkə's̪ mˈɒnastəɹi.
562.wav| wˈɪð ðˈə ɐbˈandənɪŋ ˈɒv plˈɛʒə ˈand pˈeɪn—ˈaz wˈɪð ðˈə ˈɜːlɪə dˌɪsɐpˈiəɹəns ˈɒv ɪlˈeɪʃən ˈand dɪstɹˈɛs—hˈiː ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə fˈɔːθ d̪ʒʰɑːn̪ə:
563.wav| jˈuː wˈɪl ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈɒv wˈɪtʃ ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, hˈiː hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ.'
564.wav| ðˈə ɪstˈablɪʃɪŋ ˈɒv mˈaɪndfəlnəs dˈɪskɔːs. s̪ət̪ɪpəʈʈʰɑːn̪ə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. tˈɛn
565.wav| n̪ən̪d̪əkə's̪ ɛɡzɔːtˈeɪʃən. n̪ən̪d̪əkoːʋɑːd̪ə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. wˈɒn hˈʌndɹɪd fˈɔːti sˈɪks
566.wav| ˈand ˈɒn ðˈat əkˈeɪʒən vˈɛnəɹəbəl s̪ɑːɾɪput̪t̪ə ˈand vˈɛnəɹəbəl məɦɑː moːəllɑːn̪ə wˈɜː stˈeɪɪŋ nˈiə ɾɑːd̪ʒəəɦə ˈɪn ˈeɪ sˈɪŋɡəl dwˈɛlɪŋ ˈɪn ðˈə skwˈɪɹəlz' sˈaŋktjuːəɹi.
567.wav| wˈɪð ðˈə ɐbˈandənɪŋ ˈɒv plˈɛʒə ˈand pˈeɪn—ˈaz wˈɪð ðˈə ˈɜːlɪə dˌɪsɐpˈiəɹəns ˈɒv ɪlˈeɪʃən ˈand dɪstɹˈɛs—ˈaɪ ˈɛntəd ˈand ɹɪmˈeɪnd ˈɪn ðˈə fˈɔːθ d̪ʒʰɑːn̪ə:
568.wav| wˈɪð ðˈə ɐbˈandənɪŋ ˈɒv plˈɛʒə ˈand pˈeɪn—ˈaz wˈɪð ðˈə ˈɜːlɪə dˌɪsɐpˈiəɹəns ˈɒv ɪlˈeɪʃən ˈand dɪstɹˈɛs—ˈaɪ ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə fˈɔːθ d̪ʒʰɑːn̪ə:
569.wav| hˈiː ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈɒv wˈɪtʃ ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, hˈiː hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ.'
570.wav| hˈiː ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈɒv wˈɪtʃ ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, hˈiː hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ.'
571.wav| hˈiː ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈɒv wˈɪtʃ ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, wˈɒn hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ.'
572.wav| hˈiː ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈɒv wˈɪtʃ ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, hˈiː hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ'…
573.wav| ɡˈeɪz ˈat ðˈə ɐsˈɛmblɪ ˈɒv lɪt̪ʃt̪ʃʰəʋɪs̪!
574.wav| ˈaɪ ˈɛntəd ˈand ɹɪmˈeɪnd ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈɒv wˈɪtʃ ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, hˈiː hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ.'
575.wav| mˈɛntəl ɐbsˈɔːpʃən. d̪ʒʰɑːn̪ə s̪ut̪t̪ə. əŋut̪t̪əɾə n̪ɪkɑːjə. nˈaɪn: θˈɜːti sˈɪks
576.wav| tˈuː t̪ʃun̪d̪ə ðˈə sˈɪlvəsmˌɪθ. t̪ʃun̪d̪ə kəmmɑːɾəput̪t̪ə s̪ut̪t̪ə. əŋut̪t̪əɾə n̪ɪkɑːjə. tˈɛn: wˈɒn hˈʌndɹɪd sˈɪksti fˈaɪv
577.wav| ˈan ɐnˈaləsˌɪs ˈɒv ðˈə stˈeɪtmənt. ud̪d̪eːs̪ə-ʋɪbʰəŋə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. wˈɒn hˈʌndɹɪd θˈɜːti ˈeɪt
578.wav| tˈuː ðˈə fˈeɪtəlˌɪsts' stjˈuːdənt. ɑːd̪ʒiːʋəkə s̪ut̪t̪ə. əŋut̪t̪əɾə n̪ɪkɑːjə. θɹˈiː: sˈɛvənti θɹˈiː
579.wav| wˈiː ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈɒv wˈɪtʃ ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, hˈiː hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ.'
580.wav| ˈaɪ ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈɒv wˈɪtʃ ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, hˈiː hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ.'
581.wav| ˈaɪ ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə θˈɜːd d̪ʒʰɑːn̪ə, ˈɒv wˈɪtʃ ðˈə nˈəʊbəl wˈɒnz dɪklˈeə, 'iːkwˈanɪməs ˈand mˈaɪndfəl, wˈɒn hˈaz ˈeɪ plˈɛzənt ɐbˈaɪdɪŋ.'
